all_retrived_env_sim_default
TAXA_001	25
TAXA_002	2
TAXA_003	746
TAXA_004	21
TAXA_005	4
TAXA_006	184
TAXA_007	20
TAXA_008	15
TAXA_009	416
TAXA_010	5
TAXA_011	640
TAXA_012	44
TAXA_013	4
TAXA_014	186
TAXA_015	8
TAXA_016	3672
TAXA_017	2
TAXA_018	33
TAXA_019	2
TAXA_020	3
TAXA_021	2
TAXA_022	4
TAXA_023	5
TAXA_024	50
TAXA_025	87
TAXA_026	37
TAXA_027	7
TAXA_028	2
TAXA_029	1
TAXA_030	1
TAXA_031	9
TAXA_032	77
TAXA_033	1592
TAXA_034	2
TAXA_035	54
TAXA_036	1583
TAXA_037	3
TAXA_038	50
TAXA_039	80
TAXA_040	2
TAXA_041	467
TAXA_042	4
TAXA_043	7
TAXA_044	7
TAXA_045	772
TAXA_046	1
TAXA_047	5
TAXA_048	1673
TAXA_049	3
TAXA_050	4
TAXA_051	6
TAXA_052	1
TAXA_053	9
TAXA_054	1
TAXA_055	2
TAXA_056	6
TAXA_057	2
TAXA_058	7
TAXA_059	3
TAXA_060	5
TAXA_061	2
TAXA_062	3
TAXA_063	2
TAXA_064	53
TAXA_065	95
TAXA_066	793
TAXA_067	18
TAXA_068	9
TAXA_069	7
TAXA_070	4
TAXA_071	17
TAXA_072	137
TAXA_073	4
TAXA_074	16
TAXA_075	78
TAXA_076	4
TAXA_077	5
TAXA_078	2
TAXA_079	1
TAXA_080	2
TAXA_081	1
TAXA_082	3
TAXA_083	1
TAXA_084	26
TAXA_085	5
TAXA_086	1
TAXA_087	3
TAXA_088	3
TAXA_089	353
TAXA_090	19
TAXA_091	3
TAXA_092	1
TAXA_093	4
TAXA_094	7
TAXA_095	85
TAXA_096	28
TAXA_097	1
TAXA_098	16
TAXA_099	2
TAXA_100	3
TAXA_101	1
TAXA_102	8
TAXA_103	13
TAXA_104	5
TAXA_105	4
TAXA_106	3
TAXA_107	7
TAXA_108	7
TAXA_109	2
TAXA_110	520
TAXA_111	5
TAXA_112	60
TAXA_113	60
TAXA_114	4
TAXA_115	2
TAXA_116	4
TAXA_117	39
TAXA_118	5
TAXA_119	1621
TAXA_120	14
TAXA_121	3
TAXA_122	3
TAXA_123	2
TAXA_124	5
TAXA_125	8
TAXA_126	6
TAXA_127	8
TAXA_128	2
TAXA_129	2
TAXA_130	15
TAXA_131	2
TAXA_132	2
TAXA_133	3
TAXA_134	3
TAXA_135	11
TAXA_136	6
TAXA_137	2
TAXA_138	2
TAXA_139	26
TAXA_140	2
TAXA_141	2
TAXA_142	6
TAXA_143	2
TAXA_144	3
TAXA_145	4
TAXA_146	6
TAXA_147	17
TAXA_148	3
TAXA_149	3
TAXA_150	3
TAXA_151	9
TAXA_152	5
TAXA_153	12
TAXA_154	6
TAXA_155	2
TAXA_156	3
TAXA_157	21
TAXA_158	4
TAXA_159	10
TAXA_160	8
TAXA_161	4
TAXA_162	20
TAXA_163	8
TAXA_164	28
TAXA_165	15
TAXA_166	10
TAXA_167	3
TAXA_168	2
TAXA_169	14
TAXA_170	3
TAXA_171	2
TAXA_172	2
TAXA_173	8
TAXA_174	27
TAXA_175	5
TAXA_176	3
TAXA_177	2
TAXA_178	2
TAXA_179	17
TAXA_180	7
TAXA_181	8
TAXA_182	5
TAXA_183	3
TAXA_184	2
TAXA_185	3
TAXA_186	5
TAXA_187	2
TAXA_188	3
TAXA_189	2
TAXA_190	9
TAXA_191	2
TAXA_192	4
TAXA_193	6
TAXA_194	2
TAXA_195	23
TAXA_196	2
TAXA_197	2
TAXA_198	405
TAXA_199	2
TAXA_200	2
TAXA_201	3
TAXA_202	2
TAXA_203	8
TAXA_204	4
TAXA_205	2
TAXA_206	6
TAXA_207	31
TAXA_208	2
TAXA_209	2
TAXA_210	10
TAXA_211	3
TAXA_212	7
TAXA_213	2
TAXA_214	2
TAXA_215	2
TAXA_216	2
TAXA_217	3
TAXA_218	4
TAXA_219	2
TAXA_220	2
TAXA_221	2
TAXA_222	4
TAXA_223	2
TAXA_224	3
TAXA_225	2
TAXA_226	179
TAXA_227	16
TAXA_228	3
TAXA_229	2
TAXA_230	242
TAXA_231	11
TAXA_232	2
TAXA_233	3
TAXA_234	2
TAXA_235	2
TAXA_236	9
TAXA_237	5
TAXA_238	2
TAXA_239	4
TAXA_240	7
TAXA_241	36
TAXA_242	2
TAXA_243	2
TAXA_244	6
TAXA_245	2
TAXA_246	3
TAXA_247	2
TAXA_248	2
TAXA_249	7
TAXA_250	3
TAXA_251	5
TAXA_252	3
TAXA_253	2
TAXA_254	3
TAXA_255	7
TAXA_256	2
TAXA_257	2
TAXA_258	4
TAXA_259	3
TAXA_260	7
TAXA_261	5
TAXA_262	3
TAXA_263	2
TAXA_264	7
TAXA_265	52
TAXA_266	8
TAXA_267	31
TAXA_268	2
TAXA_269	345
TAXA_270	51
TAXA_271	4
TAXA_272	3
TAXA_273	958
TAXA_274	5
TAXA_275	12
TAXA_276	18
TAXA_277	2
TAXA_278	1
TAXA_279	1
TAXA_280	20
TAXA_281	2
TAXA_282	4
TAXA_283	8
TAXA_284	122
TAXA_285	3
TAXA_286	255
TAXA_287	2
TAXA_288	11
