all_retrived_human_sim_default
TAXA_205	6
TAXA_206	74
TAXA_207	80
TAXA_208	25
TAXA_209	48
TAXA_210	23
TAXA_211	1516
TAXA_212	1702
TAXA_213	2
TAXA_214	1697
TAXA_215	1696
TAXA_216	19
TAXA_217	610
TAXA_218	966
TAXA_219	330
TAXA_220	35
TAXA_221	1683
TAXA_222	44
TAXA_223	3
TAXA_224	15
TAXA_225	1691
TAXA_226	6
TAXA_227	3
TAXA_228	1540
TAXA_229	8
TAXA_230	241
TAXA_231	22
TAXA_232	1694
TAXA_233	59
TAXA_234	1643
TAXA_235	720
TAXA_236	90
TAXA_237	17
TAXA_238	34
TAXA_239	61
TAXA_240	350
TAXA_241	4
TAXA_242	19
TAXA_243	23
TAXA_244	17
TAXA_245	49
TAXA_246	608
TAXA_247	20
TAXA_248	28
TAXA_249	39
TAXA_250	668
TAXA_251	21
TAXA_252	19
TAXA_253	24
TAXA_254	73
TAXA_255	1644
TAXA_256	27
TAXA_257	193
TAXA_258	17
TAXA_259	19
TAXA_260	54
TAXA_261	21
TAXA_262	30
TAXA_263	91
TAXA_264	41
TAXA_265	72
TAXA_266	21
TAXA_267	33
TAXA_268	53
TAXA_269	3
TAXA_270	24
TAXA_271	18
TAXA_272	34
TAXA_273	19
TAXA_274	24
TAXA_275	1518
TAXA_276	25
TAXA_277	27
TAXA_278	76
TAXA_279	25
TAXA_280	19
TAXA_281	29
TAXA_282	19
TAXA_283	1589
TAXA_284	270
TAXA_285	36
TAXA_286	43
TAXA_287	56
TAXA_288	21
TAXA_289	18
TAXA_290	25
TAXA_291	57
TAXA_292	50
TAXA_293	178
TAXA_294	21
TAXA_295	1689
TAXA_296	20
TAXA_297	29
TAXA_298	20
TAXA_299	29
TAXA_300	18
TAXA_301	31
TAXA_302	26
TAXA_303	1624
TAXA_304	25
TAXA_305	21
TAXA_306	42
TAXA_307	277
TAXA_308	27
TAXA_309	400
TAXA_310	1046
TAXA_311	43
TAXA_312	175
TAXA_313	86
TAXA_314	1704
TAXA_315	1038
TAXA_316	52
TAXA_317	45
TAXA_318	31
TAXA_319	23
TAXA_320	33
TAXA_321	1300
TAXA_322	23
TAXA_323	100
TAXA_324	17
TAXA_325	91
TAXA_326	19
TAXA_327	166
TAXA_328	178
TAXA_329	21
TAXA_330	27
TAXA_331	4
TAXA_332	1
TAXA_333	18
TAXA_334	5
TAXA_335	196
TAXA_336	238
TAXA_337	71
TAXA_338	36
TAXA_339	31
TAXA_340	99
TAXA_341	22
TAXA_342	19
TAXA_343	34
TAXA_344	68
TAXA_345	58
TAXA_346	23
TAXA_347	49
TAXA_348	13
TAXA_349	43
