all_retrived_human_sim_default
TAXA_001	449
TAXA_002	117
TAXA_003	174
TAXA_004	1022
TAXA_005	1705
TAXA_006	649
TAXA_007	1692
TAXA_008	1569
TAXA_009	22
TAXA_010	1710
TAXA_011	45
TAXA_012	74
TAXA_013	73
TAXA_014	110
TAXA_015	1690
TAXA_016	272
TAXA_017	1436
TAXA_018	143
TAXA_019	1632
TAXA_020	17
TAXA_021	10
TAXA_022	1
TAXA_023	442
TAXA_024	1741
TAXA_025	60
TAXA_026	23
TAXA_027	1
TAXA_028	17
TAXA_029	1700
TAXA_030	1694
TAXA_031	1696
TAXA_032	19
TAXA_033	46
TAXA_034	1090
TAXA_035	1105
TAXA_036	3060
TAXA_037	920
TAXA_038	207
TAXA_039	1261
TAXA_040	62
TAXA_041	1441
TAXA_042	2570
TAXA_043	195
TAXA_044	2400
TAXA_045	24
TAXA_046	21
TAXA_047	809
TAXA_048	35
TAXA_049	705
TAXA_050	2089
TAXA_051	3547
TAXA_052	52
TAXA_053	163
TAXA_054	31
TAXA_055	34
TAXA_056	30
TAXA_057	18
TAXA_058	1691
TAXA_059	64
TAXA_060	1590
TAXA_061	73
TAXA_062	1410
TAXA_063	17
TAXA_064	117
TAXA_065	268
TAXA_066	1213
TAXA_067	27
TAXA_068	1
TAXA_069	38
TAXA_070	80
TAXA_071	45
TAXA_072	61
TAXA_073	84
TAXA_074	1436
TAXA_075	262
TAXA_076	63
TAXA_077	30
TAXA_078	1342
TAXA_079	160
TAXA_080	729
TAXA_081	1548
TAXA_082	1689
TAXA_083	26
TAXA_084	1690
TAXA_085	78
TAXA_086	1604
TAXA_087	1685
TAXA_088	1
TAXA_089	1695
TAXA_090	948
TAXA_091	1524
TAXA_092	1694
TAXA_093	94
TAXA_094	1618
TAXA_095	152
TAXA_096	14
TAXA_097	25
TAXA_098	1
TAXA_099	95
TAXA_100	1573
TAXA_101	3
TAXA_102	1553
TAXA_103	23
TAXA_104	1641
TAXA_105	1686
TAXA_106	97
TAXA_107	1591
TAXA_108	2
TAXA_109	165
TAXA_110	1144
TAXA_111	55
TAXA_112	28
TAXA_113	19
TAXA_114	1715
TAXA_115	631
TAXA_116	16
TAXA_117	1679
TAXA_118	62
TAXA_119	1371
TAXA_120	1709
TAXA_121	59
TAXA_122	1706
TAXA_123	216
TAXA_124	1423
TAXA_125	4
TAXA_126	1
TAXA_127	2569
TAXA_128	1663
TAXA_129	292
TAXA_130	2322
TAXA_131	358
TAXA_132	736
TAXA_133	1
TAXA_134	18
TAXA_135	4
TAXA_136	1678
TAXA_137	24
TAXA_138	1660
TAXA_139	1768
TAXA_140	900
TAXA_141	35
TAXA_142	1699
TAXA_143	20
TAXA_144	1646
TAXA_145	1
TAXA_146	2
TAXA_147	1583
TAXA_148	1364
TAXA_149	82
TAXA_150	22
TAXA_151	42
TAXA_152	46
TAXA_153	803
TAXA_154	235
TAXA_155	2
TAXA_156	3
TAXA_157	162
TAXA_158	4
TAXA_159	1020
TAXA_160	1
TAXA_161	1500
TAXA_162	412
TAXA_163	21
TAXA_164	29
TAXA_165	1560
TAXA_166	176
TAXA_167	1377
TAXA_168	53
TAXA_169	64
TAXA_170	195
TAXA_171	58
TAXA_172	35
TAXA_173	71
TAXA_174	19
TAXA_175	20
TAXA_176	1690
TAXA_177	27
TAXA_178	314
TAXA_179	47
TAXA_180	2088
TAXA_181	25
TAXA_182	1458
TAXA_183	21
TAXA_184	17
TAXA_185	116
TAXA_186	1
TAXA_187	23
TAXA_188	1
TAXA_189	18
TAXA_190	1700
TAXA_191	15
TAXA_192	141
TAXA_193	21
TAXA_194	1677
TAXA_195	1
TAXA_196	1
TAXA_197	26
TAXA_198	27
TAXA_199	13
TAXA_200	23
TAXA_201	951
TAXA_202	1
TAXA_203	1542
TAXA_204	1724
